% Device,CC1841005
% File name,CC1841005_20220417_062738
% Cast time (UTC),2022-04-17 06:27:38
% Cast time (local),2022-04-17 02:27:38
% Sample type,Cast
% Cast data,Raw
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,49.4797267
% Start longitude,0.0276967
% Start altitude,52.715000152587891
% Start GPS horizontal error(Meter),9.9209995269775391
% Start GPS vertical error(Meter),18.937000274658203
% Start GPS number of satellites,5
% End latitude,49.4795053
% End longitude,0.0281416
% End altitude,50.180999755859375
% End GPS horizontal error(Meter),215.89500427246094
% End GPS vertical error(Meter),98.611000061035156
% End GPS number of satellites,4
% Cast duration (Seconds),645.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2018-11-19
% Temperature calibration date,2018-11-16
% Pressure calibration date,2018-11-13
% 
Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
433,10.678607703512029,10.4620943069458,36498.765625
433.2,10.714205669432648,10.462292671203613,36506.24609375
433.4,10.734924408668695,10.462546348571777,36491.953125
433.6,10.760958928544392,10.461906433105469,36500.8359375
433.8,10.803997461481611,10.463035583496094,36494.2109375
434,10.833222975620004,10.464435577392578,36489.34765625
434.2,10.875199115368748,10.463582992553711,36497.375
434.4,10.92993160277374,10.463052749633789,36494.6875
434.6,10.987319119475609,10.461393356323242,36484.5546875
434.8,11.044714265572008,10.46109676361084,36495.125
435,11.111667135667432,10.461140632629395,36498.1171875
435.2,11.163746501124182,10.462248802185059,36488.2109375
435.4,11.216886352420778,10.461774826049805,36495.484375
435.6,11.248768803204676,10.462017059326172,36505.015625
435.8,11.288095635702444,10.463037490844727,36492.94921875
436,11.337514249816421,10.463278770446777,36496.15625
436.2,11.366741671303446,10.464149475097656,36496.3125
436.4,11.396499335710393,10.462838172912598,36495.875
436.6,11.44060789123062,10.462028503417969,36489.7890625
436.8,11.474617035740106,10.461339950561523,36488.6875
437,11.501185613232989,10.460838317871094,36497.41015625
437.2,11.522968653006148,10.460016250610352,36481.0234375
437.4,11.543162871368171,10.461048126220703,36499.703125
437.6,11.55857155201047,10.46208381652832,36497.1015625
437.8,11.576108833726986,10.460700988769531,36493.359375
438,11.592576092860496,10.4609375,36493.8515625
438.2,11.62446235834166,10.461752891540527,36491.73828125
438.4,11.662726797650951,10.461944580078125,36496.30859375
438.6,11.707369410788367,10.460738182067871,36489.296875
438.8,11.762105712890625,10.460275650024414,36496.3671875
439,11.81684582969015,10.459768295288086,36492.828125
439.2,11.883813958574635,10.459068298339844,36486.26953125
439.4,11.957690504207168,10.458616256713867,36492.515625
439.6,12.010307741978371,10.460634231567383,36493.296875
439.8,12.07674181324567,10.461252212524414,36494.91015625
440,12.12829856517703,10.462017059326172,36494.78515625
440.2,12.181978196136711,10.461712837219238,36500.421875
440.4,12.216529027657915,10.461956977844238,36490.89453125
440.6,12.248949350756268,10.461321830749512,36495.9921875
440.8,12.27605198586634,10.462381362915039,36494.5546875
441,12.294121417851411,10.462882995605469,36484.54296875
441.2,12.312187035139218,10.462170600891113,36493.25390625
